,,,"","",,,,
,,,"","",,,,
,,,"","",,,"",
"    項        目","本年度預算數",,"上年度預算數",,"",,"本年度與上年度比較",
,"金    額","","金    額","","金    額","","金    額",""
"N爰敫ࡑࡔފ","940699068","100","884923136","100","842180530","100","55775932","6.30291261816439"
"","425067444","45.2","398290996","45.03","398512162","47.31","26776448","6.72283538139537"
"","2","0","20946","0","48334","0.01","-20944","-99.9904516375442"
"","14123657","1.5","15591106","1.76","18416477","2.19","-1467449","-9.41209045721324"
"","34532286","3.67","34616317","3.91","33244204","3.95","-84031","-0.242749683624633"
"","31542","0","29688","0","19661","0","1854","6.24494745351657"
"","16361927","1.74","20016460","2.26","17729994","2.11","-3654533","-18.2576389631333"
"","36259214","3.85","26055011","2.94","11821448","1.4","10204203","39.1640709727584"
"","393063682","41.78","366837627","41.45","338127856","40.15","26226055","7.14922708841969"
"","6214244","0.66","9518693","1.08","7438881","0.88","-3304449","-34.7153648090132"
"","289059","0.03","395916","0.04","595137","0.07","-106857","-26.9898160215803"
"","14756011","1.57","13550376","1.53","16226376","1.93","1205635","8.89742838132315"
,,,,,,,,
"1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","1023849510","100","956299527","100","930650615","100","67549983","7.0636846607998"
"","106074202","10.35","102070035","10.66","99944588","10.73","4004167","3.92296034776514"
"2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","321517999","31.4","312505598","32.68","303536356","32.62","9012401","2.88391665867054"
"","146930055","14.35","152430063","15.94","190080450","20.42","-5500008","-3.60821736326383"
"","187841591","18.35","127155534","13.3","111209993","11.95","60686057","47.7258480940358"
"","66968233","6.54","62029312","6.49","57289048","6.16","4938921","7.96223727259783"
"","75525367","7.38","71921520","7.52","68146543","7.32","3603847","5.01080483282333"
"","83405032","8.15","85181881","8.91","73428506","7.89","-1776849","-2.08594712765265"
"","12253459","1.2","15242696","1.59","12617711","1.36","-2989237","-19.6109467773942"
"","690183","0.07","910198","0.1","734345","0.08","-220015","-24.1722130789125"
"","22643389","2.21","26852690","2.81","13663075","1.47","-4209301","-15.6755282245466"
,,,,,,,,
"","-83150442",,"-71376391",,"-88470085",,"-11774051",
,,,,,
,,,,,"",,,,,,,,,,,,"",,,,,,,
,,,,"",,,,,,,,,,,,,"",,,,,,,
,,,,,"",,,,,,,"",,,,,,"中華民國100年度",,,,,,""
"    項        目","N爰敫ࡑࡔފ","","","","","","","","","","","","1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","","2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","","","","","","","","",""
"",,,,,,,,,,,,,,,,,,,,,,,,
"","940699068","425067444","2","14123657","34532286","31542","16361927","36259214","393063682","6214244","289059","14756011","1023849510","106074202","321517999","146930055","187841591","66968233","75525367","83405032","12253459","690183","22643389","-83150442"
"","637733831","332037580","0","10357290","29549035","30990","9072461","31293123","213118132","1679652","23500","10572068","710093875","73114098","222257830","91742454","150671223","57773808","40066899","54085986","7605002","0","12776575","-72360044"
"","156280236","92714389","0","2686635","12953518","0","2586937","11002389","34040445","32100","0","263823","176930457","12581213","57493434","25787472","45646214","14034732","5094020","12627659","1729120","0","1936593","-20650221"
"","140603341","66224500","0","2940904","3583158","0","760260","13804735","47995690","1162922","0","4131172","155203341","18496443","39863505","20790937","32946464","16266902","11810228","11065255","1228064","0","2735543","-14600000"
"","90610546","52731751","0","1406039","2662139","0","1180784","2010652","28542779","364074","0","1712328","102977561","12016921","32042759","10785995","18520115","8478316","9108824","8888431","811200","0","2325000","-12367015"
"","74034750","35645139","0","428482","2382719","0","182547","2063040","32764102","88537","0","480184","77884559","9657500","25429552","11241333","15763037","3235235","4042827","6085174","934000","0","1495901","-3849809"
"","118399958","53433444","0","1614351","6751324","30990","3749693","543590","48526607","0","0","3749959","134992957","14863906","44310704","15352606","25930708","13928664","5112021","10104242","2537618","0","2852488","-16592999"
"","57805000","31288357","0","1280879","1216177","0","612240","1868717","21248509","32019","23500","234602","62105000","5498115","23117876","7784111","11864685","1829959","4898979","5315225","365000","0","1431050","-4300000"
"","302965237","93029864","2","3766367","4983251","552","7289466","4966091","179945550","4534592","265559","4183943","313755635","32960104","99260169","55187601","37170368","9194425","35458468","29319046","4648457","690183","9866814","-10790398"
