,,,"","",,,,
,,,"","",,,,
,,,"","",,,"",
"    項        目","本年度預算數",,"上年度預算數",,"",,"本年度與上年度比較",
,"金    額","","金    額","","金    額","","金    額",""
"N爰敫ࡑࡔފ","960141336","100","940699068","100","899960264","100","19442268","2.06678933373834"
"","466658766","48.61","425067444","45.2","432049921","48.02","41591322","9.78464066986979"
"","2","0","2","0","21730","0","0","0"
"","14899567","1.55","14123657","1.5","17459587","1.94","775910","5.49369047973906"
"","33508558","3.49","34532286","3.67","36578917","4.06","-1023728","-2.96455322998309"
"","98788","0.01","31542","0","16132","0","67246","213.195104939446"
"","32463214","3.38","16361927","1.74","17223206","1.91","16101287","98.4070335969596"
"","40790560","4.25","36259214","3.85","20708169","2.3","4531346","12.4970883262941"
"","346081420","36.04","393063682","41.78","346271939","38.48","-46982262","-11.9528371995457"
"","8441729","0.88","6214244","0.66","10618449","1.18","2227485","35.8448268204467"
"","550559","0.06","289059","0.03","729768","0.08","261500","90.4659602364915"
"","16648173","1.73","14756011","1.57","18282446","2.03","1892162","12.8229912542082"
,,,,,,,,
"1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","1041188214","100","1023849510","100","948312613","100","17338704","1.6934816914646"
"","117341709","11.25","106074202","10.35","98767441","10.41","11267507","10.622287783037"
"2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","336707048","32.34","321517999","31.4","313224981","33.03","15189049","4.72416755741255"
"","128867551","12.38","146930055","14.35","184362666","19.44","-18062504","-12.2932670242314"
"","186498434","17.91","187841591","18.35","123741385","13.05","-1343157","-0.715047712729392"
"","64085160","6.16","66968233","6.54","60872930","6.42","-2883073","-4.30513524225733"
"","82229369","7.9","75525367","7.38","64330582","6.78","6704002","8.87649046445547"
"","87514956","8.41","83405032","8.15","81891639","8.64","4109924","4.92766911233845"
"","14008495","1.35","12253459","1.2","9774627","1.03","1755036","14.3227802043488"
"","695766","0.07","690183","0.07","927539","0.1","5583","0.808915896218829"
"","23239726","2.23","22643389","2.21","10418823","1.1","596337","2.63360312363136"
,,,,,,,,
"","-81046878",,"-83150442",,"-48352349",,"2103564",
,,,,,
,,,,,"",,,,,,,,,,,,"",,,,,,,
,,,,"",,,,,,,,,,,,,"",,,,,,,
,,,,,"",,,,,,,"",,,,,,"中華民國101年度",,,,,,""
"    項        目","N爰敫ࡑࡔފ","","","","","","","","","","","","1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","","2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","","","","","","","","",""
"",,,,,,,,,,,,,,,,,,,,,,,,
"","960141336","466658766","2","14899567","33508558","98788","32463214","40790560","346081420","8441729","550559","16648173","1041188214","117341709","336707048","128867551","186498434","64085160","82229369","87514956","14008495","695766","23239726","-81046878"
"","657343000","365940030","0","11095471","28492618","98286","26149077","31783525","178408402","2818139","23500","12533952","729327398","81979606","236240720","82667249","149966817","55735818","42549111","58046223","9293413","0","12848441","-71984398"
"","160787187","100333345","0","2334850","11670198","0","4420493","8153466","33591503","100","0","283232","184318265","13026167","61811749","21227718","50442688","14535814","5372984","13075369","2805243","0","2020533","-23531078"
"","138722549","74242481","0","3937597","3323083","0","3387757","9365330","38110139","1157092","0","5199070","157448777","22591060","42395205","19890824","31188368","13468699","12562731","11599501","1060119","0","2692270","-18726228"
"","98395275","57501454","0","1346662","3242413","0","2930403","5302661","24942737","475671","0","2653274","106908223","12281206","35125904","12128451","14482940","9681792","9765086","10294844","793000","0","2355000","-8512948"
"","83587552","38762615","0","422071","2377724","0","9155601","2343094","29745218","84260","0","696969","87233117","14930471","27440052","10023969","17310306","3309331","4508855","6532375","1521118","0","1656640","-3645565"
"","115198437","61967589","0","1745482","6584650","98286","5850588","502724","34140561","901603","0","3406954","131267016","13796021","45806807","12273072","25604072","12466050","5244913","10793150","2598933","0","2683998","-16068579"
"","60652000","33132546","0","1308809","1294550","0","404235","6116250","17878244","199413","23500","294453","62152000","5354681","23661003","7123215","10938443","2274132","5094542","5750984","515000","0","1440000","-1500000"
"","302798336","100718736","2","3804096","5015940","502","6314137","9007035","167673018","5623590","527059","4114221","311860816","35362103","100466328","46200302","36531617","8349342","39680258","29468733","4715082","695766","10391285","-9062480"
