,,,"","",,,,
,,,"","",,,,
,,,"","",,,"",
"    項        目","本年度預算數",,"上年度預算數",,"",,"本年度與上年度比較",
,"金    額","","金    額","","金    額","","金    額",""
"N爰敫ࡑࡔފ","523772983","100","509066589","100","474809258","100","14706394","2.88889397139359"
"","185977095","35.51","203099744","39.9","197131887","41.51","-17122649","-8.43066006031007"
"","5","0","5","0","1013","0","0","0"
"","7866079","1.5","7943872","1.56","10068406","2.12","-77793","-0.979283150584501"
"","10375192","1.98","10825931","2.13","11040798","2.33","-450739","-4.16351258843235"
"","948","0","1080","0","1073","0","-132","-12.2222222222222"
"","11532973","2.2","9893707","1.94","6367745","1.34","1639266","16.568774474522"
"","7854869","1.5","6334429","1.24","6196796","1.31","1520440","24.002794884906"
"","284571893","54.33","258931356","50.86","230477162","48.54","25640537","9.90244572773952"
"","6851261","1.31","4187580","0.82","4820972","1.02","2663681","63.6090773191199"
"","345416","0.07","184179","0.04","213098","0.04","161237","87.5436396114649"
"","8397252","1.6","7664706","1.51","8490308","1.79","732546","9.55739202521271"
,,,,,,,,
"1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","548765958","100","532306116","100","494112703","100","16459842","3.09217600648421"
"","57174798","10.42","57127761","10.73","50535316","10.23","47037","0.0823365018629034"
"2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","183598031","33.46","184625106","34.68","167982776","34","-1027075","-0.556302998141542"
"","85732170","15.62","78599972","14.77","92930553","18.81","7132198","9.07404648948221"
"","62347967","11.36","62854192","11.81","53477922","10.82","-506225","-0.805395764215695"
"","18558636","3.38","17026244","3.2","17305201","3.5","1532392","9.00017643351053"
"","59202515","10.79","53300505","10.01","46143362","9.34","5902010","11.0730845795926"
"","55059635","10.03","54191013","10.18","49968309","10.11","868622","1.60288939422483"
"","8156525","1.49","10727776","2.02","7573829","1.53","-2571251","-23.9681645105192"
"","910198","0.17","700878","0.13","832195","0.17","209320","29.8653974015449"
"","18025483","3.28","13152669","2.47","7363240","1.49","4872814","37.0481002753129"
,,,,,,,,
"","-24992975",,"-23239527",,"-19303445",,"-1753448",
"",,,,,

