,"",,"296362624","41910891","51118973","203332760","242912327","234130250","4648457","4133620","53450297",,"6602613","4087684","2514929","70843308","65063651","2463297","3316360","-64240695","-10790398"
,"宜蘭縣",,"19360814","2765136","2892628","13703050","14656192","14263055","313137","80000","4704622",,"10000","10000","0","4714622","4520913","0","193709","-4704622","0"
,"新竹縣",,"23935178","3024082","3537502","17373594","18354413","16795835","523376","1035202","5580765",,"3269136","800011","2469125","9249901","8954603","19198","276100","-5980765","-400000"
,"苗栗縣",,"26143504","3061025","3668481","19413998","18857560","18257560","300000","300000","7285944",,"200000","200000","0","7485944","7222508","0","263436","-7285944","0"
,"彰化縣",,"31837033","5922936","7645263","18268834","31085312","30441983","463329","180000","751721",,"68000","68000","0","4632284","4267976","6308","358000","-4564284","-3812563"
,"南投縣",,"19898000","2457043","3863634","13577323","17814207","17279950","434257","100000","2083793",,"2000","2000","0","2085793","1885793","0","200000","-2083793","0"
,"雲林縣",,"25954065","3465618","5348262","17140185","21544435","20914003","619473","10959","4409630",,"250000","250000","0","5159630","4810830","0","348800","-4909630","-500000"
,"嘉義縣",,"20600000","2262699","3509889","14827412","17077953","16583651","488068","6234","3522047",,"110000","110000","0","4332047","3991947","46000","294100","-4222047","-700000"
,"屏東縣",,"31025911","3889871","5769742","21366298","24972703","24592703","350000","30000","6053208",,"2343089","2343089","0","8396297","8061347","0","334950","-6053208","0"
,"臺東縣",,"12557138","1281857","2007878","9267403","11170161","11020161","130000","20000","1386977",,"10000","10000","0","3232390","3047390","0","185000","-3222390","-1835413"
,"花蓮縣",,"16959319","1856693","2648441","12454185","13910159","13541659","311300","57200","3049160",,"50000","50000","0","3599160","3423160","0","176000","-3549160","-500000"
,"澎湖縣",,"6919393","635782","859260","5424351","6570990","6489990","18000","63000","348403",,"101070","100000","1070","1601412","1516737","2675","82000","-1500342","-1151939"
,"基隆市",,"18670174","3037437","2503963","13128774","13630333","13385533","213000","31800","5039841",,"107216","62482","44734","4524837","4250660","89177","185000","-4417621","622220"
,"新竹市",,"17649998","5088661","3139094","9422243","15191378","12727697","390000","2073681","2458620",,"30002","30002","0","2488622","2310622","0","178000","-2458620","0"
,"嘉義市",,"11143630","2590206","1835934","6717490","9064981","8909564","93017","62400","2078649",,"50000","50000","0","2547328","2462728","0","84600","-2497328","-418679"
,"金門縣",,"10946311","470415","1641539","8834357","7105216","7039566","0","65650","3841095",,"2100","2100","0","5625504","3202900","2299939","122665","-5623404","-1782309"
,"",,"2762156","101430","247463","2413263","1906334","1887340","1500","17494","855822",,"0","0","0","1167537","1133537","0","34000","-1167537","-311715"
,"上年度
預算數",,,,,,,,,,,,,,,,,,,,
,"總  計",,"870814166","215484592","182809962","472519612","741548573","716355878","15242696","9949999","129265593",,"14108970","12134577","1974393","214750954","201916318","2937875","9896761","-200641984","-71376391"
,"",,"572812174","174155518","136981790","261674866","506316016","488005457","10457373","7853186","66496158",,"9007296","7071855","1935441","134618161","125299651","2775781","6542729","-125610865","-59114707"
,"",,"147259908","45909167","46696933","54653808","133971264","130310507","2877348","783409","13288644",,"971445","971445","0","34104823","30893071","2234752","977000","-33133378","-19844734"
,"",,"119776019","43620170","28550424","47605425","105316348","101593894","1612254","2110200","14459671",,"1980055","1159184","820871","31746896","30673867","0","1073029","-29766841","-15307170"
,"",,"84845534","25641979","14626862","44576693","73118717","71672747","988770","457200","11726817",,"733732","733732","0","19075979","18183164","1000","891815","-18342247","-6615430"
,"",,"67984999","18097266","12114533","37773200","57749042","52839763","1626837","3282442","10235957",,"2556535","2455209","101326","17684283","15416415","10229","2257639","-15127748","-4891791"
,"",,"102692712","26708011","25242090","50742611","94056623","90116524","2800164","1139935","8636089",,"1965529","952285","1013244","21257200","20414154","29800","813246","-19291671","-10655582"
,"桃園縣",,"50253002","14178925","9750948","26323129","42104022","41472022","552000","80000","8148980",,"800000","800000","0","10748980","9718980","500000","530000","-9948980","-1800000"
,"",,"298001992","41329074","45828172","210844746","235232557","228350421","4785323","2096813","62769435",,"5101674","5062722","38952","80132793","76616667","162094","3354032","-75031119","-12261684"
,"宜蘭縣",,"30603460","2375142","2550165","25678153","27077987","26747988","287999","42000","3525473",,"10000","10000","0","5219572","4889572","0","330000","-5209572","-1684099"
,"新竹縣",,"25861053","2775568","3156016","19929469","16393126","15024661","634615","733850","9467927",,"825011","800011","25000","11292938","10947763","68275","276900","-10467927","-1000000"
,"苗栗縣",,"28569638","3003420","3409476","22156742","7503402","6748402","450000","305000","21066236",,"12944","12944","0","21079180","20748354","50000","280826","-21066236","0"
,"彰化縣",,"30888013","5489886","6910604","18487523","29564299","28985325","398974","180000","1323714",,"67000","67000","0","5711711","5330366","28345","353000","-5644711","-4320997"
,"南投縣",,"19898000","2602553","3588729","13706718","17923877","17479267","374610","70000","1974123",,"2000","2000","0","1976123","1776123","0","200000","-1974123","0"
,"雲林縣",,"22941798","3535713","4337173","15068912","20995610","20283844","700807","10959","1946188",,"2090202","2090202","0","5036390","4696070","0","340320","-2946188","-1000000"
,"嘉義縣",,"19900000","2378319","3236379","14285302","17358661","16846533","505068","7060","2541339",,"120000","120000","0","3361339","3074139","0","287200","-3241339","-700000"
,"屏東縣",,"28647622","3952587","5250816","19444219","24346234","23966234","350000","30000","4301388",,"1558378","1558378","0","5859766","5556342","0","303424","-4301388","0"
,"臺東縣",,"11771280","1392098","1845468","8533714","10695775","10525775","150000","20000","1075505",,"20968","10000","10968","2847357","2657108","10249","180000","-2826389","-1750884"
,"花蓮縣",,"15549378","1863578","2395597","11290203","13153311","12840111","256000","57200","2396067",,"50000","50000","0","3146067","2983067","0","163000","-3096067","-700000"
,"澎湖縣",,"6710372","695895","768938","5245539","6359322","6288322","18000","53000","351050",,"101070","100000","1070","1295482","1210257","5225","80000","-1194412","-843362"
,"基隆市",,"19112807","3326931","2266620","13519256","14066768","13870968","164000","31800","5046039",,"109399","107485","1914","4495388","4305388","0","190000","-4385989","660050"
,"新竹市",,"13870479","4791270","2718674","6360535","12283291","11466391","400000","416900","1587188",,"30002","30002","0","1617190","1477190","0","140000","-1587188","0"
,"嘉義市",,"10306598","2519698","1691823","6095077","8991048","8835398","93250","62400","1315550",,"100000","100000","0","2296910","2215310","0","81600","-2196910","-881360"
,"金門縣",,"10572615","515851","1466466","8590298","6712009","6656359","0","55650","3860606",,"4700","4700","0","3571724","3457962","0","113762","-3567024","293582"
,"",,"2798879","110565","235228","2453086","1807837","1784843","2000","20994","991042",,"0","0","0","1325656","1291656","0","34000","-1325656","-334614"
,"",,,,,,,,,,,,,,,,,,,,
,"總  計",,"830664920","215807281","174676778","440180861","664697839","650586924","12617711","1493204","165967081",,"11515610","10040030","1475580","265952776","260097179","2327999","3527598","-254437166","-85805449"
,"",,"557030052","173901337","130680183","252448532","458814043","447365124","9988750","1460169","98216009",,"8604617","7173688","1430929","158138090","153758919","2157855","2221316","-149533473","-51317464"
,"",,"144583333","50760111","45482829","48340393","120568512","115589594","4881809","97109","24014821",,"1168052","1168052","0","34954604","33380056","1460536","114012","-33786552","-9771731"
,"",,"118907629","42792810","28597132","47517687","93582979","92540486","1000931","41562","25324650",,"691706","691706","0","37510950","37108220","130678","272052","-36819244","-11494594"
,"",,"78483366","26614107","13165034","38704225","65035419","64393854","641565","0","13447947",,"2424324","2416232","8092","22102643","22101643","1000","0","-19678319","-6230372"
,"",,"60403328","16558153","11463975","32381200","50004495","48029254","667684","1307557","10398833",,"1619015","946178","672837","17854613","15795419","539441","1519753","-16235598","-5836765"
,"",,"109659873","25241425","22451403","61967045","91560797","89439795","2107061","13941","18099076",,"1798681","1048681","750000","35701041","35359342","26200","315499","-33902360","-15803284"
,"桃園縣",,"44992523","11934731","9519810","23537982","38061841","37372141","689700","0","6930682",,"902839","902839","0","10014239","10014239","0","0","-9111400","-2180718"
,"",,"273634868","41905944","43996595","187732329","205883796","203221800","2628961","33035","67751072",,"2910993","2866342","44651","107814686","106338260","170144","1306282","-104903693","-34487985"
,"宜蘭縣",,"16987170","2741909","2607939","11637322","13554780","13267414","287366","0","3432390",,"80248","80248","0","6424333","6160611","0","263722","-6344085","-2911695"
,"新竹縣",,"16478164","2767317","3148722","10562125","11991380","11606624","384756","0","4486784",,"1732890","1732890","0","9723481","9477674","110011","135796","-7990591","-3503807"
,"苗栗縣",,"18773136","2925719","3316523","12530894","6312436","5921208","391228",,"12460700",,"17533","17479","54","20378611","20378611",,,"-20361078","-7900378"
,"彰化縣",,"33600781","5811559","6818414","20970808","28886147","28744832","139920","1395","4714634",,"22096","22096","0","9863347","9740170","0","123177","-9841251","-5126617"
,"南投縣",,"23742423","910607","1575384","21256432","16431411","16283233","148178","0","7311012",,"3508","3508","0","9338812","9172981","0","165831","-9335304","-2024292"
,"雲林縣",,"26339998","4022964","4557996","17759038","18550810","18181271","369539","0","7789188",,"263717","263717","0","9588025","9588025","0","0","-9324308","-1535120"
,"嘉義縣",,"20689440","3528165","4265415","12895860","15948639","15700954","220992","26693","4740801",,"134089","134089","0","7184630","6998166","5500","180964","-7050541","-2309740"
,"屏東縣",,"27594687","3715321","4704517","19174849","23737760","23532408","205352","0","3856927",,"43362","38078","5284","6564925","6337254","0","227671","-6521563",""
,"臺東縣",,"11529576","1337194","1853920","8338462","9908622","9862723","45899","0","1620954",,"12402","12402","0","2416013","2299367","0","116646","-2403611","-782657"
,"花蓮縣",,"14315340","1988096","2309262","10017982","12092217","11981986","110231","0","2223123",,"51915","51915","0","3966411","3966411","0","0","-3914496","-1691373"
,"澎湖縣",,"6813395","760688","759331","5293376","6066934","6058007","8927","0","746461",,"187517","186447","1070","1577250","1537635","13633","25982","-1389733","-643272"
,"基隆市",,"17450416","3066071","2204032","12180313","12759882","12648587","111295","0","4690534",,"133066","94823","38243","7381875","7347183","0","34692","-7248809","-2558275"
,"新竹市",,"14629622","4955136","2588500","7085986","12318162","12146702","171460","0","2311460",,"127590","127590","0","3689565","3689565","0","0","-3561975","-1250515"
,"嘉義市",,"11626666","2746914","1616567","7263185","8248625","8210469","33818","4338","3378041",,"59371","59371","0","3468537","3447680","0","20857","-3409166","-31125"
,"金門縣",,"10471282","518239","1433871","8519172","7562108","7562108","0","0","2909174",,"41646","41646","0","5140490","5099490","41000","0","-5098844","-2189670"
,"",,"2592772","110045","236202","2246525","1513883","1513274","0","609","1078889",,"43","43","0","1108381","1097437","0","10944","-1108338","-29449"

