"","18698283","7045395","0","345890","671162","0","47337","906390","9202402","0","0","479707","20070824","1990407","8139818","1814076","2151060","1140198","2121001","1797453","293703","13700","609408","-1372541"
"","23822120","10393678","0","363734","451051","1","1754029","2611500","7971607","2","0","276518","25622120","2243247","8665573","5340580","3068127","656503","2435783","1826276","564544","0","821487","-1800000"
"","29760530","8079645","0","248368","296730","0","10510","4900200","14904212","94400","0","1226465","25160530","2970118","8854357","3232929","2764412","1120261","2856383","2218214","550000","53250","540606","4600000"
"","37567392","15828763","0","482786","310125","250","76276","2312104","17872246","22617","0","662225","42429119","3304700","16371770","6944845","4830107","253015","4818000","4195926","532294","61162","1117300","-4861727"
"","20864440","7829811","0","264943","183099","0","42091","1161990","11296678","372","0","85456","20700000","2306419","6942648","2641493","2565886","211229","2829500","2229718","359128","46500","567479","164440"
"","26692000","10000610","0","311909","188635","0","5920","4200","15158208","518736","0","503782","28013000","2247297","9176222","5316521","4026092","148964","3242903","2359689","655629","76500","763183","-1321000"
"","21400000","6535888","0","177104","158327","150","81475","7918","14417288","1289","0","20561","22000000","2183164","6989142","2746399","3214456","167892","3497263","2037682","488000","126002","550000","-600000"
"","30345000","11627016","0","695868","690533","0","119125","0","17134369","30000","0","48089","30495000","3358029","11207250","2947332","4026947","360608","4684750","2942267","300000","100590","567227","-150000"
"","12890175","3966280","0","130675","200932","0","146935","5000","8393453","19016","0","27884","14628032","2626143","4028345","1776779","2027717","174769","1908856","1589550","100000","1000","394873","-1737857"
"","17007529","5523024","0","268200","138742","0","146069","27009","10868762","0","0","35723","17357529","2105859","5559614","2960395","2093712","296764","1988240","1823181","187764","0","342000","-350000"
"","7719550","1784691","0","17331","143517","0","164192","12000","5450193","14739","0","132887","9015599","1011697","2068208","2042542","1170575","353918","831248","1212481","33770","69750","221410","-1296049"
"","16091240","6987976","0","235579","422728","0","268452","25200","7701479","81316","0","368510","16868076","2494073","4909171","2231232","2187630","810679","1928372","1785179","196240","0","325500","-776836"
"","17937252","9797962","1","365691","748203","0","202979","0","6189870","68091","0","564455","18381252","2188676","5659998","1818150","2131975","1436387","2076838","1477592","230000","0","1361636","-444000"
"","10846749","4923572","1","86035","298316","1","54674","2374","5307585","22851","0","151340","11164004","1618149","3711963","985422","1264170","534711","1456300","1268289","42600","0","282400","-317255"
"","12009332","2227162","0","29445","557045","0","161218","649984","3127796","5200000","0","56682","12728772","1981728","2663172","4023487","1653892","1037544","478708","618265","0","89822","182154","-719440"
"","2951752","408461","0","5200","27315","0","7500","2000","2331871","166500","0","2905","3214675","557360","754472","1269345","249279","102374","38343","156522","1000","32000","53980","-262923"
"",,,,,,,,,,,,,,,,,,,,,,,,
"","952788142","483304205","2","15393004","33749548","98778","43947484","41627727","305603996","9469454","0","19593944","1026198748","112090477","343982867","153362561","155404491","53041122","83011950","86180585","13756792","649553","24718350","-73410606"
"","648224713","373900425","0","11404745","28446039","98286","39958912","30893912","145626682","2881595","0","15014117","713137699","79465310","240644502","105882978","116311288","45250015","44407038","56883512","8995656","0","15297400","-64912986"
"","153185199","100319702","0","2192017","11695406","0","6262657","8558865","23876930","100","0","279522","173928137","13126458","63649213","20425743","40172944","11528784","5685540","12980379","3704543","0","2654533","-20742938"
"","133666362","76782761","0","3972421","3197906","0","13163697","4453516","26964475","1401237","0","3730349","155416362","21281165","44760270","27902198","21358493","11574142","12980058","11109499","792999","0","3657538","-21750000"
"","102439925","59323250","0","1842822","3141913","0","3013839","6502661","22285080","417660","0","5912700","107556315","12345763","34337064","16277073","11692306","8123952","10218222","10513160","793000","0","3255775","-5116390"
"","86926366","40787942","0","639363","2414723","0","11112494","1528521","28261781","77387","0","2104155","86926366","14062800","29165004","16851548","9207595","3202703","4961967","6421012","1340667","0","1713070","0"
"","112878861","61832146","0","1482814","6655913","98286","6272325","4007765","29131175","855720","0","2542717","126382519","12960359","43715755","15345606","26407462","8382374","5255625","9886792","1898062","0","2530484","-13503658"
"","59128000","34854624","0","1275308","1340178","0","133900","5842584","15107241","129491","0","444674","62928000","5688765","25017196","9080810","7472488","2438060","5305626","5972670","466385","0","1486000","-3800000"
"","304563429","109403780","2","3988259","5303509","492","3988572","10733815","159977314","6587859","0","4579827","313061049","32625167","103338365","47479583","39093203","7791107","38604912","29297073","4761136","649553","9420950","-8497620"
"","18615586","7034546","0","292277","346414","0","36817","1610873","9022799","0","0","271860","18615586","1959077","6720228","2111346","2029197","806773","2233001","1809511","312389","14450","619614","0"
"","24621078","8966682","0","313981","439025","1","334642","5430647","8890315","2","0","245783","25021078","2136397","8415767","4138604","3113787","504288","2728947","1742351","550841","0","1690096","-400000"
"","26333130","7845526","0","250335","311403","0","2085479","200200","14084048","97440","0","1458699","26333130","2741153","8941403","4201006","3087874","1221516","2712646","2172250","650000","51750","553532","0"
"","35491163","15545227","0","479906","299172","320","83546","335206","18106370","5935","0","635481","39842671","3195743","15560988","5723756","4692205","247741","4848000","3920852","532221","60412","1060753","-4351508"
"","20300000","7350030","0","264799","168013","20","22074","1820056","10580673","842","0","93493","20300000","2367508","7397216","1898015","2331008","162075","2829200","2301994","390984","39000","583000","0"
"","27786000","10253418","0","320823","179746","0","11674","5950","16146490","850000","0","17899","27786000","2204796","9038928","4705796","4082838","170301","3717641","2372739","649734","77250","765977","0"
"","20900000","6495443","0","184527","157387","150","107115","8312","13923166","1289","0","22611","21400000","2118459","6827983","2137824","3084997","138229","3875897","2027359","488000","122252","579000","-500000"
"","30576000","11079770","0","659974","670903","0","266776","0","17854684","0","0","43893","30576000","3240520","11305051","3276668","4034722","385848","4547413","2795756","300000","101767","588255","0"
"","12628095","4116029","0","144956","161563","0","103078","8544","8017340","18877","0","57708","14395660","1879714","4149257","2185608","1988380","153374","1938568","1597759","100000","1000","402000","-1767565"
"","17341823","5285916","0","262502","142744","0","114177","61267","11409709","0","0","65508","17341823","2006054","5565452","2892902","2004666","224231","2183909","1876648","237961","0","350000","0"
"","8048132","1747155","0","18083","136162","0","119390","12000","5733963","163140","0","118239","9432798","972014","1996560","2630678","1219398","239721","849489","1204558","21000","69750","229630","-1384666"
"","17120659","6626731","0","298298","570797","0","319723","175200","8018713","91172","0","1020025","16951997","2396235","4874014","2358852","2160234","839031","1950086","1852305","196240","0","325000","168662"
"","17995533","9371537","1","384349","900558","0","209052","407200","6437635","231","0","284970","18064421","1883701","5684115","1901384","2163361","1333371","2190967","1517886","250000","0","1139636","-68888"
"","11352612","5076789","1","84645","297199","1","57510","4376","5629666","4931","0","197494","11604607","1531255","3601051","1534147","1212820","544267","1501200","1298201","80266","0","301400","-251995"
"","12269265","2211612","0","24521","502619","0","110609","649984","3530200","5201000","0","38720","12002809","1509862","2527257","4283424","1603095","718867","455956","651096","0","79922","173330","266456"
"","3184353","397369","0","4283","19804","0","6910","4000","2591543","153000","0","7444","3392469","482679","733095","1499573","284621","101474","41992","155808","1500","32000","59727","-208116"
"",,,,,,,,,,,,,,,,,,,,,,,,
"","934503481","471976584","6517","18087605","33138302","128774","24679376","36597720","319808533","10319445","0","19760625","997415501","108382834","334186901","140229433","175438263","56264490","76697842","82368100","10176142","698816","12972680","-62912020"
"","634817998","361810709","6456","12979471","28026448","128209","19485643","29964266","164341383","2634673","0","15440740","691393038","75536433","234998621","84940229","138401908","47081163","40976564","54042985","7320922","0","8094213","-56575040"
"","161070920","101988832","0","3174735","11557469","0","3648273","7386845","32486087","12444","0","816235","176075235","12732787","62578838","20831598","44720843","13899774","5122554","12503993","2794127","0","890721","-15004315"
"","134677728","76597892","6456","3062806","3338660","0","3541880","8398356","31540797","1021354","0","7169527","149866519","20558382","41898202","19202053","30460243","12387262","12500687","10447679","544874","0","1867137","-15188791"
"","95161342","56475854","0","1793440","3095145","0","1851554","5303028","23721863","477786","0","2442672","99883362","10691974","33656582","13072218","14829445","7324001","8642361","9214179","539921","0","1912681","-4722020"
"","77617062","36492596","0","737289","2262930","0","5819661","2342447","28427014","150531","0","1384594","82584343","13892364","27916331","11404692","13631590","3314161","4461783","6029025","803980","0","1130417","-4967281"
"","103810347","55730306","0","2286806","6218339","128209","4116180","418740","31203477","805700","0","2902590","124889952","12854417","45442591","14187283","25058759","8148958","5244839","10413563","2265383","0","1274159","-21079605"
"","62480599","34525229","0","1924395","1553905","0","508095","6114850","16962145","166858","0","725122","58093627","4806509","23506077","6242385","9701028","2007007","5004340","5434546","372637","0","1019098","4386972"
"","299685483","110165875","61","5108134","5111854","565","5193733","6633454","155467150","7684772","0","4319885","306022463","32846401","99188280","55289204","37036355","9183327","35721278","28325115","2855220","698816","4878467","-6336980"
"","19957157","6476655","0","333103","349431","0","1554313","312690","10486476","1145","0","443344","19295873","1833445","6565832","3464019","2234025","674709","2148106","1785559","248797","14250","327131","661284"
"","22658738","8482569","0","329768","403058","0","402573","4215496","8545355","0","0","279919","22289748","1874806","7642602","5093402","2555828","498023","2290471","1559677","473050","0","301889","368990"
"","22235659","7852525","0","373127","282841","0","308946","800063","11997014","57342","0","563801","27935187","3396342","9488786","4071920","2801234","2501519","2756838","2094384","350000","73219","400945","-5699528"
"","36247996","15462306","0","664244","340826","360","103953","92239","18842156","30702","0","711210","39474678","2928302","14508210","6524112","5007875","363335","4736583","4080223","254342","77997","993699","-3226682"
"","21555697","7703845","0","350300","230821","30","33853","611310","12359175","2331","0","264032","21628386","2574607","7907824","2562036","2516908","315178","2913170","2161716","214343","37500","425104","-72689"
"","24008850","9595446","0","454239","189587","0","99729","3500","12830871","650000","0","185478","24734761","2153546","8288444","4435495","3556904","233108","3094007","2310061","246541","81000","335655","-725911"
"","21093254","8048241","0","222771","169363","175","45001","5401","12525695","1289","0","75318","21978575","2000451","6408208","4431426","3010492","189532","3221591","1968654","224514","137370","386337","-885321"
"","32368451","10793271","0","581107","517019","0","289566","4308","19922772","162494","0","97914","32826951","3549516","10940556","5616538","4080282","450217","4367158","2817314","338148","97986","569236","-458500"
"","13530320","4038368","0","198208","206427","0","84949","2500","8919205","17110","0","63553","14208854","1920022","3981534","2710057","1843246","202108","1743620","1508615","60578","668","238406","-678534"
"","17513597","5485058","0","724053","150103","0","1235333","99258","9728248","1532","0","90012","16366656","2029664","5262474","2844077","1776170","212671","1981541","1825999","140824","0","293236","1146941"
"","7964164","2064654","0","25606","132204","0","159079","12000","5429896","13539","0","127186","8746705","916902","1898438","2653471","1052160","195253","724237","1154581","19000","61296","71367","-782541"
"","16481496","6681240","0","259865","536873","0","554385","17100","8069701","97474","0","264858","16218747","2310388","4537278","2499224","2236997","830104","1755130","1757656","113982","0","177988","262749"
"","16841014","9908092","61","407932","679587","0","106686","0","4770584","2365","0","965707","16358940","1744778","5563561","2259960","1746280","1207367","2112264","1398318","150003","0","176409","482074"
"","10684836","4730027","0","137869","303624","0","92306","4376","5294612","12493","0","109529","10365029","1517667","3219916","1229619","1064262","512988","1455638","1214217","21098","0","129624","319807"
"","13475283","2277162","0","42630","596422","0","115587","449984","3469266","6451390","0","72842","10521300","1600401","2296309","3579701","1335878","672352","396405","540207","0","82971","17076","2953983"
"","3068971","566416","0","3312","23668","0","7474","3229","2276124","183566","0","5182","3072073","495564","678308","1314147","217814","124863","24519","147934","0","34559","34365","-3102"

