,,,"","",,,,
,,,"","",,,,
,,,"","",,,"",
"    項        目","本年度預算數",,"上年度預算數",,"",,"本年度與上年度比較",
,"金    額","","金    額","","金    額","","金    額",""
"N爰敫ࡑࡔފ","952788142","100","960141336","100","939310602","100","-7353194","-0.765844956809567"
"","482728535","50.67","466658766","48.61","448881944","47.79","16069769","3.4435802283847"
"","2","0","2","0","7483","0","0","0"
"","15393004","1.62","14899567","1.55","17220039","1.83","493437","3.31175395902445"
"","33662734","3.53","33508558","3.49","35542129","3.78","154176","0.460109324907386"
"","98778","0.01","98788","0.01","38983","0","-10","-0.0101226869660283"
"","44033998","4.62","32463214","3.38","14526599","1.55","11570784","35.6427555201404"
"","41627727","4.37","40790560","4.25","27759019","2.96","837167","2.05235476051322"
"","305603996","32.07","346081420","36.04","369313393","39.32","-40477424","-11.6959251958686"
"","9469454","0.99","8441729","0.88","8092864","0.86","1027725","12.174342483631"
"","575670","0.06","550559","0.06","472720","0.05","25111","4.56100072835064"
"","19594244","2.06","16648173","1.73","17455429","1.86","2946071","17.6960619042102"
,,,,,,,,
"1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","1026198748","100","1041188214","100","986295181","100","-14989466","-1.43964998820088"
"","112090477","10.92","117341709","11.25","99994302","10.14","-5251232","-4.4751623653274"
"2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","343982906","33.52","336707048","32.34","322501417","32.7","7275858","2.16088675399512"
"","149068755","14.53","127714702","12.27","149721792","15.18","21354053","16.7201212277033"
"","155404491","15.14","185798434","17.84","179973646","18.25","-30393943","-16.358557144782"
"","57334889","5.59","65238009","6.27","63557631","6.44","-7903120","-12.1142875466969"
"","83011950","8.09","82229369","7.9","70589471","7.16","782581","0.951704980248602"
"","86180585","8.4","87514956","8.41","81001309","8.21","-1334371","-1.52473481218456"
"","13756792","1.34","14008495","1.35","8357651","0.85","-251703","-1.79678830595292"
"","649553","0.06","695766","0.07","784859","0.08","-46213","-6.64203194752259"
"","24718350","2.41","23939726","2.3","9813103","0.99","778624","3.25243488584623"
,,,,,,,,
"","-73410606",,"-81046878",,"-46984579",,"7636272",
,,,,,
,,,,,"",,,,,,,,,,,,"",,,,,,,
,,,,"",,,,,,,,,,,,,"",,,,,,,
,,,,,"",,,,,,,"",,,,,,"中華民國102年度",,,,,,""
"    項        目","N爰敫ࡑࡔފ","","","","","","","","","","","","1.z²Š6eeQ二爰恵ࡑࡔঊ 1.N,‚?eÙR/eúQ","","2.Ye²€Ñyx[‡eS/eúQ	 3.經濟發展支出	 4.","","","","","","","","",""
"",,,,,,,,,,,,,,,,,,,,,,,,
"","952788142","482728535","2","15393004","33662734","98778","44033998","41627727","305603996","9469454","575670","19594244","1026198748","112090477","343982906","149068755","155404491","57334889","83011950","86180585","13756792","649553","24718350","-73410606"
"","648224713","373867225","0","11404745","28359225","98286","40045426","30893912","145626682","2881595","33200","15014417","713137699","79465310","240644541","101589172","116311288","49543782","44407038","56883512","8995656","0","15297400","-64912986"
"","153185199","100319702","0","2192017","11608592","0","6349171","8558865","23876930","100","0","279822","173928137","13126458","63649252","20425704","40172944","11528784","5685540","12980379","3704543","0","2654533","-20742938"
"","133666362","76782761","0","3972421","3197906","0","13163697","4453516","26964475","1401237","0","3730349","155416362","21281165","44760270","27902198","21358493","11574142","12980058","11109499","792999","0","3657538","-21750000"
"","102439925","59323250","0","1842822","3141913","0","3013839","6502661","22285080","417660","0","5912700","107556315","12345763","34337064","16277073","11692306","8123952","10218222","10513160","793000","0","3255775","-5116390"
"","86926366","40787942","0","639363","2414723","0","11112494","1528521","28261781","77387","0","2104155","86926366","14062800","29165004","16851548","9207595","3202703","4961967","6421012","1340667","0","1713070","0"
"","112878861","61832146","0","1482814","6655913","98286","6272325","4007765","29131175","855720","0","2542717","126382519","12960359","43715755","11051839","26407462","12676141","5255625","9886792","1898062","0","2530484","-13503658"
"","59128000","34821424","0","1275308","1340178","0","133900","5842584","15107241","129491","33200","444674","62928000","5688765","25017196","9080810","7472488","2438060","5305626","5972670","466385","0","1486000","-3800000"
"","304563429","108861310","2","3988259","5303509","492","3988572","10733815","159977314","6587859","542470","4579827","313061049","32625167","103338365","47479583","39093203","7791107","38604912","29297073","4761136","649553","9420950","-8497620"
